[0.0532, 0.0463, 0.0036, 0.0167, 0.0337, 0.0299, 0.071, 0.5232, 0.0795, 0.1429],
[0.0496, 0.0003, 0.0319, 0.0302, 0.0767, 0.0111, 0.2793, 0.121, 0.1124, 0.2875],
[0.0207, 0.0023, 0.0039, 0.0925, 0.0776, 0.0066, 0.1152, 0.1767, 0.1738, 0.3308],
[0.1007, 0.0539, 0.0519, 0.0426, 0.0203, 0.0038, 0.1288, 0.1656, 0.1305, 0.302],
[0.0109, 0.0133, 0.0361, 0.0024, 0.0968, 0.092, 0.1725, 0.1901, 0.2389, 0.147],
[0.0095, 0.0707, 0.0024, 0.0185, 0.0031, 0.0207, 0.1949, 0.1952, 0.2978, 0.1872],
[0.0708, 0.0685, 0.0963, 0.0453, 0.0452, 0.0385, 0.1494, 0.1611, 0.1812, 0.1438],
[0.0526, 0.0293, 0.0329, 0.0812, 0.0861, 0.0436, 0.1706, 0.1872, 0.227, 0.0895],
[0.0551, 0.0422, 0.0993, 0.0942, 0.0503, 0.0674, 0.1057, 0.1678, 0.2063, 0.1118],
[0.0113, 0.0345, 0.0233, 0.0109, 0.0933, 0.0932, 0.1977, 0.2553, 0.1258, 0.1548],
[0.0962, 0.0416, 0.0776, 0.0229, 0.0163, 0.0401, 0.1543, 0.1302, 0.2578, 0.1629],
[0.0068, 0.0025, 0.0586, 0.0463, 0.0273, 0.0876, 0.1755, 0.133, 0.3713, 0.0909],
[0.0865, 0.0193, 0.1336, 0.0158, 0.0854, 0.0363, 0.161, 0.1492, 0.1759, 0.137],
[0.0021, 0.0568, 0.0247, 0.0289, 0.0394, 0.073, 0.1424, 0.1527, 0.0942, 0.3858],
[0.07, 0.0228, 0.0133, 0.0103, 0.0016, 0.0452, 0.23, 0.2768, 0.1867, 0.1433],
[0.0828, 0.0405, 0.0934, 0.0286, 0.0648, 0.0123, 0.1439, 0.1766, 0.1637, 0.1934],
[0.0228, 0.0128, 0.1111, 0.0159, 0.0032, 0.1061, 0.1959, 0.1597, 0.1624, 0.2102],
[0.0208, 0.0178, 0.0351, 0.0453, 0.0328, 0.031, 0.1176, 0.4544, 0.0484, 0.1967],
[0.0422, 0.07, 0.0691, 0.0561, 0.0155, 0.0095, 0.148, 0.1364, 0.1711, 0.2821],
[0.0789, 0.0377, 0.0172, 0.0548, 0.0044, 0.1039, 0.1334, 0.1292, 0.2521, 0.1885],
[0.0404, 0.0661, 0.0575, 0.0106, 0.0032, 0.0166, 0.087, 0.2059, 0.0781, 0.4346],
[0.0471, 0.0018, 0.0835, 0.0271, 0.0125, 0.0715, 0.2243, 0.1493, 0.2492, 0.1337],
[0.0869, 0.0019, 0.027, 0.071, 0.0175, 0.0857, 0.3256, 0.1588, 0.0899, 0.1359],
[0.0613, 0.0187, 0.0819, 0.0243, 0.047, 0.0667, 0.1855, 0.1664, 0.1611, 0.1869],
[0.0375, 0.043, 0.0057, 0.0496, 0.0117, 0.0047, 0.1278, 0.2783, 0.1331, 0.3086],
[0.0634, 0.0585, 0.0364, 0.0265, 0.0011, 0.0702, 0.3282, 0.109, 0.2052, 0.1015],
[0.0185, 0.0137, 0.0418, 0.0343, 0.036, 0.0433, 0.5787, 0.0539, 0.0931, 0.0867],
[0.0642, 0.08, 0.0641, 0.0295, 0.0086, 0.076, 0.1139, 0.1424, 0.2514, 0.1698],
[0.0096, 0.0438, 0.0302, 0.0111, 0.0897, 0.1112, 0.1528, 0.1163, 0.2269, 0.2084],
[0.0891, 0.0386, 0.0569, 0.1032, 0.0319, 0.0268, 0.1401, 0.2176, 0.1097, 0.1861],
[0.0395, 0.0682, 0.0139, 0.0611, 0.0148, 0.0009, 0.0714, 0.2603, 0.2747, 0.1952],
[0.094, 0.0112, 0.1217, 0.0132, 0.0293, 0.0958, 0.2022, 0.1672, 0.1252, 0.1402],
[0.061, 0.0897, 0.0065, 0.051, 0.0926, 0.0055, 0.1625, 0.2527, 0.1023, 0.176],
[0.0731, 0.0239, 0.0323, 0.0135, 0.0898, 0.0795, 0.1683, 0.2802, 0.1269, 0.1124],
[0.0749, 0.0362, 0.061, 0.0779, 0.052, 0.0337, 0.0801, 0.1055, 0.0961, 0.3826],
[0.0074, 0.094, 0.036, 0.0865, 0.0479, 0.0087, 0.1146, 0.0979, 0.406, 0.1009],
[0.0066, 0.0256, 0.0157, 0.0755, 0.0132, 0.0934, 0.3862, 0.0941, 0.1148, 0.1748],
[0.0474, 0.0044, 0.0645, 0.0287, 0.0616, 0.09, 0.175, 0.1673, 0.1826, 0.1785],
[0.0507, 0.0775, 0.0484, 0.0037, 0.0839, 0.0394, 0.1572, 0.2162, 0.1903, 0.1328],
[0.0019, 0.0259, 0.0873, 0.0279, 0.065, 0.0023, 0.1865, 0.2519, 0.1212, 0.2301],
[0.0509, 0.0535, 0.0025, 0.0901, 0.0564, 0.0644, 0.143, 0.1445, 0.2213, 0.1734],
[0.025, 0.0044, 0.041, 0.0676, 0.0391, 0.094, 0.2061, 0.2389, 0.1108, 0.173],
[0.0007, 0.0156, 0.0565, 0.0636, 0.0288, 0.0432, 0.458, 0.1601, 0.0709, 0.1027],
[0.1127, 0.0218, 0.0638, 0.0238, 0.0941, 0.0405, 0.1364, 0.1187, 0.1839, 0.2043],
[0.0582, 0.0876, 0.0306, 0.0812, 0.0665, 0.0315, 0.1116, 0.1636, 0.1783, 0.1908],
[0.1234, 0.0362, 0.0516, 0.0128, 0.0071, 0.015, 0.1514, 0.2148, 0.2001, 0.1874],
[0.0051, 0.01, 0.0387, 0.0335, 0.0453, 0.0113, 0.0918, 0.4118, 0.173, 0.1796],
[0.1012, 0.0367, 0.026, 0.0637, 0.0366, 0.0258, 0.1095, 0.1296, 0.1808, 0.2901],
[0.0468, 0.034, 0.0032, 0.072, 0.0551, 0.0631, 0.1478, 0.2418, 0.1186, 0.2177],
[0.0252, 0.0125, 0.0454, 0.0161, 0.0348, 0.055, 0.1053, 0.3683, 0.1199, 0.2175],
[0.0606, 0.0551, 0.106, 0.0217, 0.0637, 0.0251, 0.1867, 0.2166, 0.1463, 0.1183],
[0.0803, 0.0091, 0.0405, 0.0444, 0.0177, 0.0637, 0.1117, 0.2356, 0.2474, 0.1496],
[0.1049, 0.0829, 0.0191, 0.0333, 0.0111, 0.0861, 0.158, 0.2788, 0.1164, 0.1095],
[0.0707, 0.0109, 0.0304, 0.0038, 0.1303, 0.0243, 0.1447, 0.2121, 0.236, 0.1367],
[0.0013, 0.076, 0.0091, 0.0203, 0.0153, 0.0493, 0.2655, 0.1201, 0.3068, 0.1363],
[0.026, 0.0106, 0.0326, 0.0447, 0.0859, 0.0607, 0.1603, 0.2334, 0.1419, 0.2039],
[0.0658, 0.0224, 0.0354, 0.0068, 0.0093, 0.076, 0.1278, 0.3448, 0.1329, 0.1788],
[0.104, 0.0224, 0.0877, 0.0129, 0.0443, 0.0144, 0.1586, 0.2215, 0.1256, 0.2085],
[0.0787, 0.0233, 0.0135, 0.0065, 0.0127, 0.0138, 0.216, 0.3251, 0.2279, 0.0825],
[0.0156, 0.0611, 0.1266, 0.031, 0.0428, 0.0005, 0.1504, 0.2965, 0.1486, 0.1269],
[0.0432, 0.0, 0.0984, 0.025, 0.0138, 0.0809, 0.1359, 0.1851, 0.3043, 0.1132],
[0.0518, 0.0593, 0.0044, 0.0534, 0.0051, 0.0435, 0.2058, 0.285, 0.2233, 0.0685],
[0.0324, 0.0052, 0.0487, 0.0551, 0.0122, 0.1339, 0.1399, 0.2184, 0.1949, 0.1592],
[0.0648, 0.0488, 0.0872, 0.0629, 0.0119, 0.019, 0.1937, 0.1798, 0.1935, 0.1384],
[0.0304, 0.0146, 0.0492, 0.0291, 0.0847, 0.0625, 0.1614, 0.1201, 0.332, 0.1161],
[0.0288, 0.0135, 0.0374, 0.0185, 0.0651, 0.0079, 0.2065, 0.1426, 0.3886, 0.0911],
[0.0068, 0.0529, 0.0795, 0.0281, 0.1314, 0.0091, 0.1909, 0.1475, 0.1984, 0.1555],
[0.0127, 0.0572, 0.028, 0.0052, 0.0077, 0.005, 0.1866, 0.4005, 0.1381, 0.1589],
